id,site.lat,site.lng,site.vs30,building.year_of_construction,building.num_stories,building.building_type_id,building.occupancy_id,building.total_area_ft,building.building_ht_ft,hazard.return_periods
SF201006.0023811,37.79577159,-122.4059631,550,1963,3,RM2a,7,6531,33,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020033,37.79591521,-122.4060756,550,1907,3,RM2a,7,7155,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0070306,37.7959285,-122.4059884,550,1907,3,C1a,9,4404,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015052,37.79594294,-122.4058873,550,1908,3,C2b,1,8688,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0043383,37.7958135,-122.4056702,550,1908,3,RM2a,6,5142,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014376,37.79595841,-122.4057342,550,1907,3,RM2a,7,9012,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0073796,37.79597291,-122.4056228,550,1911,3,RM2a,7,4332,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020607,37.79599769,-122.4055348,550,1907,3,RM2a,7,7032,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016982,37.79602229,-122.4054098,550,1906,3,RM2a,7,7935,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009208,37.79573029,-122.4063508,550,1907,3,W2a,1,13074,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0084184,37.79612486,-122.4045535,550,1910,3,S1a,9,4128,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0067705,37.79613149,-122.404481,550,1911,3,RM2a,7,4461,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0066035,37.7961138,-122.4043652,550,1910,3,RM2a,7,4497,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004334,37.79589397,-122.4043407,550,1912,3,W2a,7,23448,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015801,37.79629471,-122.4020051,275,1907,3,RM2a,1,8361,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0117767,37.79620341,-122.4019671,275,1907,3,C1a,1,3489,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0072241,37.79581205,-122.4031435,275,1906,3,C1b,1,4365,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0025221,37.79589044,-122.4031371,275,1900,3,RM2a,1,6351,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012328,37.79622843,-122.4031023,275,1900,3,RM2a,1,10248,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004798,37.79635935,-122.4022517,275,1853,3,RM2a,1,21768,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014840,37.79630104,-122.4026004,275,1853,3,RM2a,1,8799,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014935,37.7957032,-122.4031154,275,1900,3,W2a,1,8745,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0026269,37.79597385,-122.4031521,275,1900,3,RM2a,1,6228,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0013408,37.79578084,-122.4028632,275,1900,3,W2a,7,9525,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0087623,37.795728,-122.4029622,275,1900,3,W1a,7,4059,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011388,37.79613739,-122.4026074,275,1900,3,RM2a,7,10962,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0145304,37.79625147,-122.3998153,275,1965,3,C2c,11,2820,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0164629,37.79643927,-122.3995044,275,1965,3,C1b,11,957,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020160,37.79649662,-122.398974,275,1965,3,C1b,7,7131,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0148878,37.7963863,-122.3987944,275,1965,3,C2b,11,2667,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0156530,37.79646963,-122.3973585,275,1966,3,C2a,11,2166,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0156953,37.79645414,-122.3972284,275,1966,3,C1b,11,2109,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157148,37.79653683,-122.3972403,275,1966,3,C1a,11,2076,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157246,37.79641811,-122.397797,275,1966,3,C1b,11,2061,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005549,37.79556861,-122.4006988,275,1907,3,C1a,1,19281,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017115,37.79511564,-122.4008564,275,1912,3,C1b,9,7884,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009849,37.79557211,-122.4009525,275,1907,3,RM2a,1,12381,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003707,37.79552462,-122.4013384,275,1903,3,S2b,,26487,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006276,37.79476645,-122.4040144,275,1919,3,C2c,10,17433,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004029,37.79473916,-122.4042408,275,1912,3,RM2a,7,24708,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005620,37.79464494,-122.404518,275,1912,3,RM2a,7,19077,33,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007513,37.79441232,-122.4060064,275,1906,3,RM2a,9,15282,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017289,37.79501818,-122.4060304,550,1912,3,RM2a,7,7827,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0119747,37.79497706,-122.4059157,550,1930,3,RM2a,1,3450,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0044429,37.79462735,-122.4059092,275,1913,3,C2b,1,5103,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0125507,37.79457084,-122.4058967,275,1913,3,RM2a,9,3327,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022981,37.79499586,-122.4065935,550,1907,3,RM2a,7,6645,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0013048,37.79472682,-122.4065519,550,1908,3,RM2a,9,9759,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0078836,37.79429595,-122.4069661,550,1907,3,C2c,1,4233,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0023864,37.79451057,-122.4075091,550,1907,3,RM2a,7,6525,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0123115,37.79484707,-122.4076455,550,1929,3,RM2a,9,3381,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008865,37.79465814,-122.4075368,550,1907,3,RM2a,7,13485,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0108187,37.79494541,-122.407089,550,1906,3,RM2a,7,3669,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0027835,37.79494505,-122.4068334,550,1954,3,C2b,1,6075,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0105984,37.7949527,-122.4067437,550,1907,3,RM2a,1,3708,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0159856,37.79498133,-122.4066948,550,1907,3,C2b,9,1668,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0042177,37.79484398,-122.4071122,550,1906,3,C2c,9,5190,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017421,37.79386151,-122.4063764,275,1906,3,RM2a,1,7791,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019512,37.79383949,-122.4065669,275,1906,3,C1b,1,7266,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015412,37.79427738,-122.4049631,275,1907,3,C2a,7,8526,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157164,37.79391377,-122.404844,275,1907,3,RM2a,1,2073,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157876,37.79384973,-122.4048382,275,1992,3,RM2a,1,1965,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008762,37.79375067,-122.4050696,275,1915,3,C1a,9,13602,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0116999,37.7935737,-122.4057845,275,1923,3,C2c,9,3504,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0110833,37.79374765,-122.4058188,275,1907,3,RM2a,6,3621,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0090624,37.79383838,-122.4049868,275,1907,3,RM2a,11,4002,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012402,37.79416953,-122.405188,275,1906,3,C1a,9,10200,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0129081,37.79404998,-122.405427,275,1907,3,RM2a,7,3246,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0105042,37.79403894,-122.4054951,275,1907,3,RM2a,11,3726,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010640,37.79412823,-122.406107,275,1907,3,RM2a,7,11634,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0034234,37.79423624,-122.4054102,275,1907,3,RM2a,9,5589,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0044358,37.79426057,-122.405099,275,1912,3,RM2a,7,5106,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0018663,37.79376825,-122.4042426,275,1924,3,C2a,6,7464,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0125717,37.7939306,-122.4043175,275,1907,3,RM2a,1,3324,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0048728,37.79394232,-122.4042432,275,1908,3,C1a,1,4956,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0150239,37.79395581,-122.4041791,275,1907,3,RM2a,7,2601,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0075804,37.79396325,-122.4041075,275,1907,3,RM2a,11,4290,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014348,37.79397895,-122.4038536,275,1923,3,RM2a,9,9027,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0066051,37.79419182,-122.4042111,275,1924,3,RM2a,7,4497,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0156189,37.79435741,-122.4043828,275,1908,3,RM2a,7,2220,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0036622,37.7944274,-122.403846,275,1912,3,RM2a,6,5448,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0027739,37.7944347,-122.4037308,275,1907,3,RM2a,9,6084,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0039701,37.79406989,-122.4019052,275,1925,3,C2a,,5295,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007494,37.79399842,-122.4027626,275,1918,3,S2a,1,15306,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0027588,37.7941587,-122.4027951,275,1920,3,RM2a,9,6099,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0054066,37.79424523,-122.4018137,275,1907,3,C1b,9,4794,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0035646,37.79444129,-122.402385,275,1908,3,C2b,1,5499,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0142647,37.7945889,-122.4027652,275,1908,3,S1a,1,2910,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019680,37.79457701,-122.4026472,275,1907,3,C1b,1,7227,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0032501,37.79460315,-122.4024174,275,1907,3,RM2a,1,5697,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000158,37.79480963,-122.3984342,275,1974,3,S2a,1,217302,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000189,37.79493224,-122.3972407,275,1976,3,S1a,9,197742,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000734,37.79491165,-122.3959493,180,1979,3,W2a,7,93003,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0161607,37.79495445,-122.3960965,275,1979,3,W1a,7,1416,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0035427,37.79433122,-122.3967939,275,1923,3,RM2a,5,5514,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0098836,37.79427209,-122.3967792,275,1908,3,C2c,1,3843,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010468,37.79434331,-122.3969962,275,1912,3,C2b,9,11808,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009079,37.79360418,-122.399142,275,1910,3,RM2a,1,13230,33,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011104,37.79356184,-122.3994585,275,1909,3,C1b,9,11211,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0021037,37.79365271,-122.3997811,275,1913,3,C2b,1,6948,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017930,37.79403422,-122.3993767,275,1908,3,RM2a,1,7653,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009071,37.79400068,-122.3991678,275,1907,3,C2b,1,13233,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009711,37.79310676,-122.4058575,275,1900,3,RM2a,9,12531,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008437,37.79318572,-122.4054292,275,1925,3,RM2a,4,14034,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008685,37.79322727,-122.4053144,275,1925,3,RM2a,9,13698,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006992,37.79325258,-122.4051877,275,1963,3,S1a,1,16056,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0093818,37.79289264,-122.4062059,275,1908,3,RM2a,9,3939,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016935,37.79291801,-122.4074308,275,1925,3,RM2a,7,7953,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0108293,37.79309073,-122.4072533,275,1907,3,RM2a,11,3666,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003271,37.79303161,-122.4069123,275,1925,3,C2b,7,29493,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006756,37.79303308,-122.4066672,275,1925,3,C1b,7,16431,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004867,37.79222478,-122.406116,800,1908,3,RM2a,1,21501,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0021128,37.79189068,-122.4059762,800,1911,3,RM2a,7,6933,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0124980,37.79184372,-122.406174,800,1923,3,RM2a,7,3339,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0112168,37.79200805,-122.4056606,800,1906,3,RM2a,7,3597,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0143091,37.79217875,-122.4056961,800,1906,3,W1a,9,2895,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004835,37.7933883,-122.3967164,275,1969,3,S1a,1,21612,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009552,37.79101738,-122.4035541,275,1907,3,C2b,1,12708,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0139989,37.79139698,-122.4039214,275,1927,3,C2a,9,2982,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0095389,37.79142588,-122.4036475,275,1922,3,C1b,1,3909,33,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0103651,37.79158333,-122.4037506,275,1911,3,C2a,9,3753,33,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020975,37.79093548,-122.4054132,800,1914,3,RM2a,9,6957,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0098896,37.7911962,-122.405482,800,1920,3,RM2a,2,3843,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007771,37.79132667,-122.4055145,800,1921,3,S2b,7,14937,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014069,37.79087636,-122.4050857,275,1915,3,C1a,1,9177,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005030,37.79073909,-122.4064908,800,1907,3,C1b,8,20925,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0163021,37.79060684,-122.4065614,800,1907,3,C2c,1,1188,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0021234,37.79115494,-122.4069166,800,1910,3,RM2a,3,6918,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0053512,37.79064948,-122.4066319,800,1907,3,C2b,8,4809,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0041595,37.79022416,-122.4041514,275,1908,3,RM2a,9,5211,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0094625,37.7900844,-122.4041206,275,1907,3,C2b,1,3924,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0036062,37.78996051,-122.4009616,275,1907,3,RM2a,9,5478,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012640,37.7896727,-122.4013083,275,1922,3,RM2a,9,10035,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0013442,37.78993511,-122.4013592,275,1922,3,RM2a,1,9504,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006063,37.78925818,-122.4062465,275,1910,3,RM2a,9,17961,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008149,37.78929691,-122.4060705,275,1910,3,RM2a,9,14373,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014388,37.7893032,-122.4059481,275,1971,3,S1a,9,9009,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0052602,37.78827617,-122.4055584,275,2001,3,C2a,9,4836,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0057351,37.78827685,-122.4057533,275,1910,3,C1a,9,4707,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017776,37.78826521,-122.405872,275,1909,3,S1b,9,7698,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0039026,37.78844669,-122.4058442,275,1908,3,RM2a,9,5325,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011556,37.78808752,-122.4038934,275,1907,3,C2a,9,10812,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024960,37.78737341,-122.4051986,275,1909,3,RM2a,9,6381,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0159378,37.78544667,-122.4036855,275,1939,3,RM2a,1,1740,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007252,37.78701999,-122.4036761,275,1908,3,RM2a,9,15666,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019319,37.78854267,-122.4008494,275,1907,3,C1a,1,7311,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012324,37.78810431,-122.4002635,275,1907,3,C2a,1,10251,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0039254,37.78803833,-122.4000796,275,1906,3,C1b,9,5316,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011610,37.78920252,-122.4000087,275,1920,3,RM2a,8,10767,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004876,37.79193568,-122.3961219,275,1904,3,RM2a,,21480,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003806,37.79331238,-122.3958764,275,1982,3,S2a,1,25851,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005244,37.79323648,-122.3926243,180,1984,3,RM2a,1,20277,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011571,37.79052495,-122.3959084,180,2009,3,W2a,7,10797,39,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003107,37.78795216,-122.3972158,180,1908,3,RM2a,1,30486,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007812,37.78717401,-122.398342,275,1911,3,C2c,1,14883,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019651,37.78598456,-122.400039,275,1918,3,C2b,9,7233,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010142,37.78683066,-122.4004765,275,1910,3,C1a,1,12081,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000396,37.78558832,-122.4020413,275,1958,3,W2a,,133215,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005861,37.78542572,-122.3973149,275,1922,3,C2a,9,18450,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011405,37.78527681,-122.3995265,275,1907,3,RM2a,10,10944,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004931,37.78534199,-122.3994437,275,1972,3,RM2a,1,21276,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001968,37.78545879,-122.399245,275,1922,3,RM2a,1,44601,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011882,37.78564571,-122.39926,275,1908,3,RM2a,9,10563,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006508,37.78593032,-122.3988402,275,1910,3,RM2a,9,16860,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003247,37.7860265,-122.3976848,275,1957,3,C1a,2,29640,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019316,37.78697374,-122.3955476,275,1995,3,C2c,1,7314,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0094556,37.78621863,-122.3961683,275,1913,3,W1a,11,3927,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006933,37.78625682,-122.3964721,275,2001,3,W2a,6,16164,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004081,37.78737808,-122.3968519,180,1911,3,C1b,9,24492,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024312,37.78689412,-122.3972588,275,1908,3,C2a,10,6465,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003682,37.78690153,-122.3974648,275,1912,3,C1b,1,26622,40,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009331,37.78730112,-122.3969405,275,1922,3,C2b,1,12927,30,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022961,37.78753797,-122.3968681,180,1907,3,C2b,1,6648,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
