id,site.lat,site.lng,site.vs30,building.year_of_construction,building.num_stories,building.building_type_id,building.occupancy_id,building.total_area_ft,building.building_ht_ft,hazard.return_periods
SF201006.0000769,37.79209707,-122.4037314,275,1969,60,S2c,1,1810680,717,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001244,37.79050453,-122.3972294,275,1985,49,S2a,9,1027775,593,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002341,37.78956021,-122.4003256,275,1975,48,S2a,1,617904,572,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001788,37.79039783,-122.3961434,275,2009,48,S2b,7,766176,577,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001892,37.79041394,-122.4012626,275,1983,47,S2a,1,717690,561,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001326,37.78978749,-122.4017729,275,1966,47,S2a,1,941175,560,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001309,37.79329089,-122.394483,180,1979,47,S1b,1,949964,566,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000392,37.79287113,-122.398104,275,1983,44,S1b,1,1960596,530,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002430,37.7887732,-122.4026373,275,1969,44,S2c,1,549692,529,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000822,37.79051032,-122.399128,275,1973,44,S1a,1,1269048,525,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000909,37.79452809,-122.399581,275,1970,43,S2b,1,1151110,516,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001304,37.78920373,-122.4032808,275,1982,42,S2a,1,850332,503,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000633,37.79529679,-122.3961801,180,1979,41,C1b,7,1386661,495,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000987,37.79407316,-122.3973537,275,1971,41,S1b,1,1023852,489,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001082,37.7917755,-122.3988779,275,1981,41,C1a,1,948207,494,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000852,37.7911971,-122.3981294,275,1973,41,S2a,9,1145212,497,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001572,37.79060273,-122.4030421,275,1987,40,S2c,7,709400,475,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000930,37.79177898,-122.3957142,180,1907,40,C2b,,1054720,475,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001729,37.79285709,-122.4051832,275,1963,39,S1b,1,639600,468,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002127,37.79260554,-122.3989601,275,1971,39,S1a,1,546000,470,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002533,37.78639185,-122.3920247,800,1926,38,C2b,7,459230,450,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001373,37.7919332,-122.3973725,275,1981,37,C2b,1,722869,445,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001166,37.78853078,-122.3985475,275,2008,37,S1b,1,811151,448,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001393,37.79321898,-122.3971635,275,1969,36,S2b,1,694692,436,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001422,37.79123609,-122.3971283,275,1978,36,S1a,1,684720,434,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001371,37.78923721,-122.4007702,275,1978,34,S2a,1,665414,411,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001283,37.78879652,-122.3994186,275,2002,34,S2c,1,698054,411,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002688,37.78942286,-122.3905905,180,2008,34,C2a,7,390048,404,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003142,37.79043124,-122.4024723,275,1984,33,S2b,1,332343,397,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000747,37.79561377,-122.3992137,275,1967,32,S2c,1,977504,379,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001688,37.79386237,-122.4004288,275,1989,32,S2a,1,534048,380,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001389,37.79088375,-122.3966649,275,1923,32,C2a,9,618208,384,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002143,37.7918373,-122.3944231,180,1987,32,S2b,1,446016,380,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002986,37.79356766,-122.4025883,275,1986,31,S2b,1,325562,376,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001901,37.78886746,-122.3981061,275,1908,31,S2b,,471603,366,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002170,37.78669429,-122.3999776,275,1925,31,S1a,1,427893,377,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005008,37.79280857,-122.401334,275,1968,30,S1b,1,210030,357,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001966,37.79224487,-122.398088,275,1987,30,S1b,7,446220,359,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002311,37.79076082,-122.40202,275,1978,29,S2c,1,378856,342,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001168,37.78635222,-122.3982486,275,1915,29,C2a,,633273,349,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001193,37.78881878,-122.4002925,275,2002,28,S1b,1,602812,332,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001162,37.78930267,-122.3975228,275,1988,28,S1a,1,614656,339,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001717,37.79338589,-122.4008116,275,1976,27,S2b,1,444555,325,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001751,37.79296971,-122.4041167,275,1984,27,S2b,1,439614,323,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002798,37.78867829,-122.4033183,275,1986,27,S1b,1,299511,318,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001196,37.78936159,-122.3996452,275,1986,27,S2b,1,580905,322,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001177,37.78997895,-122.3948306,180,1996,27,S2b,1,586062,318,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000912,37.78808482,-122.399132,275,2000,27,S1b,1,721251,326,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001902,37.79397325,-122.4033141,275,1986,26,C2a,1,395512,312,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002071,37.79233701,-122.4046976,275,1960,26,S1a,1,371488,315,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003235,37.79190426,-122.4002647,275,1991,26,S2a,1,257322,312,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000770,37.7908424,-122.4012717,275,1921,26,S1a,9,783874,315,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002357,37.78825038,-122.4031868,275,2007,26,C1b,7,333632,315,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001940,37.79070759,-122.3982346,275,1900,26,W2a,1,389532,314,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001799,37.7952307,-122.4035842,275,1983,25,C1a,7,397775,302,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001823,37.79393306,-122.3997316,275,1982,25,S1a,1,393850,296,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004820,37.79139261,-122.4012979,275,1930,25,S1b,1,180700,302,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001278,37.79132455,-122.405007,275,1927,25,S2c,,514625,296,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001181,37.79035131,-122.4018338,275,1955,25,S2a,1,541500,300,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000806,37.79125102,-122.396441,275,1967,25,S1b,9,733825,303,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002199,37.79156236,-122.394083,180,1911,25,S2a,1,340075,300,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001895,37.78951764,-122.3942459,180,1987,25,S1a,1,381375,296,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002698,37.79327501,-122.401769,275,1968,24,S2c,1,274728,291,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001618,37.79097438,-122.3999885,275,1959,24,S1b,1,414600,284,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002049,37.78976266,-122.4025146,275,1926,24,S2a,1,346560,291,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002786,37.79216787,-122.3939781,180,1985,24,S1a,1,267000,284,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000760,37.78630162,-122.4013816,275,2005,24,S1a,6,728784,290,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001912,37.78587912,-122.3937162,800,1961,24,C2c,7,363288,286,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002132,37.79441439,-122.4034078,275,1985,23,C1a,1,321724,274,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001172,37.79457374,-122.4018955,275,1969,23,S1a,1,500641,270,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000518,37.79258423,-122.4004217,275,1987,23,S2c,6,874943,278,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007379,37.7871739,-122.4035503,275,1908,23,S2b,1,118519,281,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005527,37.78965519,-122.3986208,275,1982,23,S1a,1,148235,273,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002319,37.78867057,-122.39223,180,1902,23,C1a,7,299552,281,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002455,37.78869439,-122.3914699,180,1915,23,S2a,7,285085,273,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002076,37.79483588,-122.4034991,275,1978,22,C1b,9,313588,260,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005096,37.78946997,-122.4015892,275,1922,22,S1b,1,151888,264,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002176,37.788648,-122.4014267,275,1986,22,S1a,1,303380,263,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001157,37.78992386,-122.3997948,275,1964,22,S2a,9,484528,265,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001320,37.78545754,-122.4004081,275,1999,22,S2b,6,442332,262,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001117,37.78546139,-122.3980109,275,1987,22,S1a,1,498630,260,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003629,37.79677426,-122.3991512,275,1965,21,C2c,7,188790,254,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003630,37.79636534,-122.3984388,275,1965,21,C2b,7,188769,255,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001825,37.79471472,-122.4006496,275,1989,21,S2a,6,330393,251,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002437,37.79214323,-122.3988841,275,1963,21,S2a,1,261849,250,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003493,37.79192185,-122.4005732,275,1965,21,S1a,1,196182,246,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002632,37.78688254,-122.3934509,180,1904,21,S2c,7,246183,250,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003061,37.79506984,-122.4017887,275,1981,20,C2b,,205480,243,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002018,37.79295427,-122.4047486,275,1991,20,C2b,1,292640,243,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001879,37.79130691,-122.3937064,180,1985,20,S1b,1,307080,245,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002860,37.78576544,-122.3988753,275,2010,20,C2b,7,217660,243,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001029,37.79060025,-122.3927998,180,1973,20,S1b,1,483000,240,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001659,37.7912243,-122.3919428,180,1986,20,S2c,1,339340,238,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000687,37.79518135,-122.4027494,275,1971,19,S1a,,610565,222,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003644,37.7946542,-122.4010913,275,1967,19,S2a,1,170202,226,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001958,37.79368337,-122.3984581,275,2000,19,C1b,1,283480,226,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001847,37.79212498,-122.4029422,275,1969,19,S1a,1,295184,224,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001942,37.79301923,-122.3989978,275,1980,19,S2a,1,284601,226,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004020,37.79168735,-122.4022794,275,1986,19,S2b,9,156674,223,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001837,37.79176603,-122.3935699,180,1983,19,S1b,1,296457,232,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002569,37.7955927,-122.4046611,550,1974,18,S1a,9,215010,212,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001113,37.79639495,-122.4001701,275,1965,18,C1b,7,410076,219,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001105,37.79672702,-122.3976347,275,1966,18,C2c,7,411228,221,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003109,37.79288104,-122.4007419,275,1920,18,S1b,1,182844,217,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000422,37.7914055,-122.4028775,275,1927,18,S1b,1,772722,213,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003666,37.78742559,-122.4008997,275,1988,18,C1b,1,160398,213,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000619,37.79038657,-122.3921497,180,1973,18,C1a,1,618498,216,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000636,37.79424157,-122.3957455,275,1972,17,S1b,6,573716,198,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001979,37.79309534,-122.4031105,275,1927,17,S2a,6,251617,204,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001786,37.79260801,-122.4021312,275,1903,17,S1a,1,271830,200,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011933,37.79228078,-122.4006975,275,1927,17,S2c,1,59636,201,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002283,37.79297614,-122.3995604,275,1958,17,S1b,1,224247,200,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000504,37.79117057,-122.3948817,180,1981,17,S2b,1,657968,207,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002735,37.78721116,-122.3939861,180,1922,17,C1a,7,192525,208,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000643,37.7962356,-122.4014182,275,1941,16,C2a,4,535744,194,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001450,37.79396703,-122.3979729,275,1959,16,S2c,1,300736,193,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000727,37.7934042,-122.4023378,275,1959,16,S2c,1,497376,194,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001037,37.79237255,-122.4023516,275,1918,16,S1b,1,382752,190,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002228,37.79147522,-122.4004506,275,1908,16,S1a,1,215536,191,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009912,37.79075902,-122.4025379,275,1921,16,S2a,1,65680,197,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004080,37.78841021,-122.4053824,275,1909,16,S2c,9,130624,187,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006825,37.78864768,-122.4016477,275,1907,16,S2c,1,87072,197,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003248,37.78971551,-122.3993598,275,1989,16,S1a,1,158064,197,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000848,37.79226821,-122.3967307,275,1925,16,S1a,,449088,192,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000590,37.79314359,-122.3956644,275,1982,16,S2b,1,562528,191,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003447,37.79471711,-122.4077807,550,1970,15,S1a,7,141765,185,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000982,37.79370168,-122.4017095,275,1991,15,S2c,1,376530,183,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001223,37.79310112,-122.4036241,275,1960,15,S2c,1,318225,179,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010441,37.79261413,-122.4012966,275,1924,15,S2b,1,59160,174,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005660,37.79165387,-122.4012238,275,1929,15,S1b,1,94695,179,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003054,37.79142779,-122.4010216,275,1912,15,S1b,1,154455,175,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006067,37.78787506,-122.4061052,275,1907,15,S2c,9,89745,184,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004278,37.78579006,-122.4050699,275,1907,15,S1a,1,118185,177,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010358,37.78894727,-122.4012606,275,1917,15,S1a,9,59550,178,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000703,37.78678053,-122.4019527,275,2002,15,C2b,7,475890,177,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002083,37.79256277,-122.3945311,180,1967,15,S2b,1,213285,180,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003487,37.78576587,-122.3973508,275,1915,15,C1b,7,140355,179,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001848,37.78846396,-122.3936571,180,1924,15,S1b,1,233025,183,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003957,37.7889202,-122.4054923,275,1905,14,S1a,9,116536,162,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001414,37.79134894,-122.3930275,180,1973,14,S1a,9,267610,162,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001520,37.79104018,-122.3933612,180,1981,14,S1b,9,254520,163,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001789,37.78601907,-122.3967024,275,1900,14,W2a,6,223440,163,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002075,37.79270383,-122.4016678,275,1913,13,S2c,9,185406,157,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001679,37.79156922,-122.3999533,275,1929,13,S2c,1,218192,158,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004771,37.79136403,-122.4014897,275,1918,13,S1b,1,94939,150,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002875,37.78769545,-122.4038144,275,1904,13,C1a,,140959,157,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000308,37.78630895,-122.405603,275,1908,13,S2b,9,649857,154,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002397,37.78740626,-122.4029982,275,1909,13,S2a,1,164359,161,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000435,37.79386123,-122.3948128,180,1917,13,C1a,1,545389,151,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000484,37.78915066,-122.3958339,180,1918,13,S1b,1,518336,153,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000836,37.78848196,-122.3966771,180,2003,13,C1b,1,368979,151,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002567,37.786596,-122.3990826,275,2004,13,C1b,7,155298,152,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000845,37.78506263,-122.3998345,275,1983,13,S2c,1,366340,150,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001441,37.78695247,-122.390915,800,2002,13,S2b,7,245180,154,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000784,37.78765544,-122.3918574,180,1933,13,C1b,,387361,157,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000873,37.79430848,-122.4007344,275,1989,12,S2c,1,330108,148,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006147,37.79348516,-122.3997663,275,1910,12,S2c,1,71040,149,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003076,37.79314631,-122.4025521,275,1901,12,S2b,9,122796,145,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001540,37.79335026,-122.4041977,275,1975,12,S2c,1,215544,139,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004560,37.79157481,-122.3993463,275,1908,12,S2b,1,90396,149,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000960,37.79131062,-122.4019873,275,1900,12,S2b,1,308088,147,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001782,37.79004068,-122.404472,275,1908,12,S1b,1,192168,138,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007871,37.79040733,-122.404814,275,1905,12,S2a,1,59124,147,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015567,37.790148,-122.4024123,275,1910,12,C1b,1,33828,139,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003408,37.79021015,-122.4034826,275,1987,12,C2a,1,114456,138,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005851,37.78875601,-122.4030025,275,1909,12,S1a,1,73896,141,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006162,37.78759605,-122.4040554,275,1990,12,S2b,1,70908,138,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002167,37.78750743,-122.4046831,275,1929,12,S1b,1,165744,140,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002585,37.78621277,-122.4024506,275,1906,12,C2a,1,142524,144,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002502,37.79075935,-122.3957273,180,2009,12,S1a,7,146532,146,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000614,37.78795381,-122.396085,180,1938,12,S1b,7,413124,146,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000184,37.78854277,-122.3950648,180,2003,12,C1a,1,804144,138,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005464,37.79438683,-122.4027801,275,1931,11,S1a,1,71621,127,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000477,37.79445736,-122.395754,180,1972,11,S1b,6,440242,130,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
